,tweet,bert_predict,lstm_predict,bert_lstm_predict
0,udh vaksin sinovac eh sinopharm dah muncul,-1,-1,-1
1,ad yg vaksin pake sinopharm ga efektivitas gmn sm efek sampingnya gmna ueue,-1,-1,-1
2,semoga besok vaksin sinopharm amin sampe astrazenecca macet batal,-1,-1,-1
3,kayak bener kata kakakku pfizer moderna kayak bakal jual rban bener skrg sinopharm rb yakin kimia farma ga ambil untung soalnya vaksin pfizer aja harga aslinya dollar,-1,-1,-1
4,vaksin sinopharm teh ga dikasih pemerintah ya,-1,-1,-1
5,update vaksin sinopharm pas siang gaenak badan sampe keringetan lemes ngilu tangan yg bekas suntikan kayak umumnya abis magrib tidur terus baru bangun terus eh udh skinkeran lg aja nih guys wkwk yaudah intinya vaksin ya guys jgn lupa,-1,-1,-1
6,kantor nawarin vaksin az gw nolak berita soal pembekuan darah dpt sinopharm eh skrng berita az efektif delta ya bersyukur jd manusia,-1,-1,1
7,ada yg udh vaksin pake sinopharm blm,-1,-1,-1
8,dapet jatah vaksinasi gotongroyong kantor vaksinnya sinopharm udah tanya testi orang kakak sepupu duluan divaksin katanya nggak efek apaapa bismillah ikhtiar aja,1,-1,1
9,da tp mah bingung variannya terus mutasi tp vaksinnya diuji coba blm yg bs nemu ya vaksin yg ampuh satu untuk jgn varian delta pakenya az kappa manjur pfizer trs yg pake sinovac sinopharm nanti gmn suntiknya belang masa,-1,1,-1
10,efek vaksin sinopharm sejauh ngantuk,-1,-1,-1
11,china mengizinkan vaksin sinovac sinopharm bisa digunakan untukvaksinasi anak usia tahun,-1,-1,-1
12,tuntas vaksinasi dosis vaksinnya sinopharm kalo gw abis divaksin cuman pegel tangannya laper bgt gak ampe demam lebih parah aman,-1,-1,-1
13,yg dirasakan vaksin sinopharm gtgtgtgtgtgtgt tangan yg disuntik kebas pegel pol alhamdulillah gak sampe mual kayak temen sekantor gak laper laper banget yg kerasa pegel pol,-1,-1,-1
14,kelean baku hantam vaksin sinopharm menko airlangga singapur divaksin pfizer,-1,-1,-1
15,vaksin gr akhir bulan bakal dateng rb dosis vaksinnya sinopharm sekitar jt dosis yg dipesan selanjutnya dibeli jadinya sputnik rusia cansino dr china yg moderna ga jadi kayaknya,-1,-1,-1
16,duterte minta china tarik dosis vaksin covid sinopharm mei pemimpin yg keren ya ini tunduh perintah siapapunkecuali rakyatnya berani ambil keputusan kr tdk terbelenggu kepentingan andai rakyat miskinpun tp bangsa terhormat,1,1,1
17,tata laksana vaksin untuk ibu hamil ada pogi merekomendasikan sudaj tanya berbagai provider belum mengizinkan jika gotong royong melayani merk sinopharm ibu hamil yg mendapat sinovac tahap,1,1,1
18,kapasitas vaksinasi gotong royong juta sebulan bio farma negosiasi sinopharm moderna untuk penuhi kebutuhan vaksinasi gotong royong,1,-1,1
19,kira xx gotong royong yg beli vaksin pengusaha terus bagi gratis karyawan nya ternyata biadab sinopharm kimia farma,-1,1,-1
20,perusahaan ngantri vaksin sinopharm yg berbayar dah daftar kapan tau terus namanya gotong royong yg mampu akses yg gratis ga keluar jadwal vaksinnya dijual udah mahal ga tepat sasaran orang positif duluan ya,-1,1,-1
21,sejauh di batam yang udah rivaksin pake sinovac sinopharm az satu lupa namanya nininini akiaki karib kerabat berumur diatas thn udah gw suruh vaksin patuhpatuh cantik klinik pake masker,1,1,-1
22,vaksin tp ga pakai sinovac vaksin sinopharm tp berbayar kimia farma hadew,-1,-1,-1
23,nungguin nih namanama bayi bertemakan vaksin sprti samuel astrazeneca abdurahman sinovac satrio sinopharm dita biofarma lainlainnya,1,-1,1
24,pasca dikasih dosis vaksin sinopharm hari nya ga masalah masuk mulai badannya sampe hari tumbang kipi kaya batuk meriang flu sakit kepala muncul,-1,-1,-1
25,udah terbiasa disuntik jarum donor darah pas jarum suntik yg vaksin jadi ga berasa vaksinasi sinopharm berhasil,-1,1,1
26,yg udah vaksin sinopharm gw parno deh,-1,1,-1
27,sinopharm gimana gw cari vaksin az nich setelah vaksin pertama divaksinasi pake brand brand,-1,-1,-1
28,mcm isu pasal vaksin skrg nipfizer sinovac az sinopharm johson hehe efficiency effectivene rd booster yg pastinya baca betul lah tikus makmalsatu dunia dah jadi tikus makmal,1,-1,1
29,presiden abdel fattah alsisi mengumumkan sabtu bahwa mesir mulai meluncurkan kampanye vaksinasi covid secara ma al suntikan sinopharm buatan tiongkok mesir menerima gelombang pertama vaksin sinopharm bulan desember,1,-1,1
30,yg divaksin covid pesan apapun vaksinnya baik sinovac astrazenca sinopharm lanjut vaksin aje deh dripada gak vaksin sekali,-1,-1,-1
31,vaksin yg tersedia kimia farma mulai senin emg ga termasuk vaksin yg skema ny gratis yah kalo mampu belum dpt giliran vaksin beli kimia farma vaksin sinopharm yahcmiiw,1,1,1
32,mahal ya rb sekian vaksin sinopharm ga sih biar miskin berebutan cari gratis resiko terpapar kerumunan,-1,-1,-1
33,cek serology kuantitatif keadaan gak memungkinkan kepo antibodi yg udah kebentuk temen sinovac pas cek yg udah covid nah penasaran sinopharm,-1,-1,-1
34,pas ditanya dapet vaksin dan tau dapet sinopharm orang iri ya,-1,-1,-1
35,lihat saham kimia farma turun gak harganya besok berita jual vaksin sinopharm,-1,-1,-1
36,baubaunya vaksin sinopharm,-1,-1,-1
37,sdh vaksin sinopharm tp saya mikir hanya orang yg sehat yg vaksin orang yg punya riwayat tidak perbolehkan antibodi nya normal ayo lurd tahu,-1,1,-1
38,gai yg udh rencana vaksin sinopharm kalo ada dm dongg,-1,-1,-1
39,ayok vaksin merah putih mau kalah sinovac sinopharm shino aburame,-1,-1,-1
40,orang yg bayar vaksin sinopharm apa ya sekarang yg gratis az sinovac,-1,1,-1
41,dapet jatah orang vaksin sinopharm kantor yg,1,-1,-1
42,skrg ada vaksin sinovac sinopharm gak,-1,-1,-1
43,dapet jatah vaksin pertama kemarin kantor rs bunda menteng vaksinnya sinopharm udah jam efek sampingnya awal kerasa banget tuh nelen dahak gak dikeluarin,-1,-1,-1
44,hadir sudah yang divaksin pake vaksin merah putih astrazeneca sinopharm moderna pfizer sinovac lainnyasebutkan ane pake vaksinnya wedang jahe kencur minyak euchalipthus erectus,-1,1,-1
45,vaksin pemerintah gratis sinovac pfizer astrazeneca vaksin gotong royong bayar sinopharm cansino sangat sulit dipahamai kawan,-1,1,1
46,jadi vaksin berbayar tersedia sinopharm aja gitu ya nyari update valid dimana ya,-1,-1,-1
47,sinovac sinopharm apapun yang terpenting melindungi dari virus covid,-1,-1,-1
48,masih yg bilang vaksin ga guna bisikin jadi udah vaksin az tgl junimamiku vaksin sinopharm tgl kenala beda soalnya jatahnya dapetnya beda ambil yg sedapetnya kemarin jumat mami meriang suhu oxymeter aku panik,-1,-1,-1
49,jujurly jijay bgt pake kata ga tau vaksin sinopharm berbayarnyaa kf segmentasi pasarnya gimana yg rela bayar divaksin drpd ngantri para jelata mah pengennya pfizer ato moderna,-1,-1,-1
50,btw mau daftarin usahanya vaksin gotong royong ngehubungin rs jasem citra medika vaksinnya sinovacsputnik sinopharm,1,-1,1
51,doain minggu vaksin sinopharm lancar ya ges,1,-1,1
52,covid mengajarkan nonlinearity,1,-1,1
53,vaksin kamu vaksin berbayar vaksin sinopharm,-1,1,-1
54,rekan kerja jatuh sakit yang sampe opname pasca hari vaksin sinopharmgotong royong beperapa menyalahkan vaksin sentimen rasial saya alhamdulillah sehat wal afiyat sejauh,1,1,-1
55,benci perbuatan dari ras benci ras china pake sinovac sinopharm benci ras yahudi pake moderna pfizer pilihan ini tinggal astrazeneca rawan kasus pembekuan darah,-1,-1,-1
56,klo untuk sinovac sinopharm gak tau komposisinya tapi kemungkinan kurang sama bedanya pake sars cov yg dimatikan lipid untuk melindungi si materi genetik dr sars cov buffer menjaga larutan vaksin tetap stabil,-1,-1,-1
57,vaksin sinopharm cansino sputnik mulai datang akhir april jumlah juta dosis yg single shot yg dual shot,1,-1,-1
58,anak murid positive covid orgtuanya negatif udh vaksin vaksin yg dipake orgtuanya sinovacazsinopharm,-1,-1,-1
59,betul yang sanggup beli slot vaksin dekat twitpemes baik terus beli sinopharm sis risauu kadang,-1,1,-1
60,vaksin sinopharm senin besok dijualkarena katanya termasuk vaksin gotong royong hm pdhl sudh klinik terkenal yg jual vaksin sinovac lho yg katanya termasuk vaksin gratis tertawa pojokan yah negeriku marah gov percuma,-1,1,-1
61,gua bayar vaksin sinopharm kimia farma asal itu bebas gapake masker,1,-1,1
62,watir selasa vaksin vaksinnya sinopharm,1,-1,-1
63,semoga vaksin sinopharm pertama lulus kkm tu tak compatible,-1,1,-1
64,jual aja terus sinopharm nya balik modal kimia farma pantes penjadwalan vaksinasi ribet mau jualan,-1,-1,-1
65,vaksin berbayar klo pemerintah gak ingkar janji adalah sinopharm dgn sinovac pake teknologi aman tp kurang manjur dibanding vaksin berbasis mrna kyk pfizer moderna bicara logistik efek samping,-1,-1,-1
66,baru aja vaksin bawaanya jadi alim tidak menyakiti orang yah oh ternyata vaksinnya sinopharm,1,-1,1
67,vaksin sinopharm aman gak ya perusahaan pake vaksin,-1,1,1
68,kalo baca tweet orang yg mempermasalahkan sinopharm sdh dibeli untuk umum ternyata rendah banget informasi diterimadiketahui masyarakat ya contoh nya vaksin bayar kf diberi hak untuk distribusi mah nyimak aja deh,-1,-1,-1
69,bantuan uea tiba indonesia kemarin dukungan gelombang pertama uea berupa ribu dosis vaksin covid sinopharm unit tabung oksigen berkapasitas liter unit konsentrator oksigen portable ton peralatan pengaman medis,1,1,1
70,negara ada sekolah negeri gratis sekolah swasta bayar rakyat bebas masuk mana analogi tolong dipake vaksin gratis az sinovac vaksin gotong royong berbayar sinopharm gw pake vgr dibayarin perusahaan anggep aja gw dikasih beasiswa,1,1,1
71,gotong royong makan lapciong vaksin sinopharm kimia farma kalimat atas kumpulan informasi aku dapet beberapa hari hari juga baru tau itu lapciong makasih infonya,1,-1,1
72,nungguin sinopharm vaksin mudahan swab hari negatif sofar isoman hr gak gejala apapun,-1,-1,-1
73,harusya bsok jadwal vaksin dua diundur ada hubunganya dijualnya vaksin kebtulan vaksinnya sinopharm,-1,-1,-1
74,jg vaksin pake sinopharm untungnya dibayarin perusahaan,-1,-1,1
75,kantor eug dah daftar vaksin mandiri kebagian sinopharm dah,1,-1,1
76,setau gw gagasan vaksin gotong royong udah lama perusahaan yg bayarin karyawannya vaksin vaksinnya gak pake vaksin masyarakat umum pake sinopharm moderna cansino,-1,-1,-1
77,vaksin sinopharm moderna dateng dan budak korporasi kayak gw dapet giliran divaksin,1,-1,1
78,kalau vaksin gratis pemerintah beli sinopharm akan protes jelas harganya supermahal kali lipat dr lain pemerintah pake lain ada warga yg beli didorong biar banyak vaksin tersedia indonesia,1,1,1
79,yg ke cina vaksin wajib pake vaksin bikinan cina sinovac coronavac sinopharm yg ke negara barat saudi wajib pake vaksin bikinan barat az pfizer moderna jj rusia yg ada kabar mewajibkan tamu yg datang pake vaksin sputnik,-1,-1,-1
80,jadi nggak pilihan jenis vaksin ada pilihan range harga vaksin diinginkan ya jelas gw pilih yg diatas rb bisa dapet sinopharm serem banget kalo kebagean moderna,1,1,1
81,kantor dpt vaksin tp sinopharm ya dicekal dimanamana aing,-1,-1,-1
82,rek saran vaksin sing apik opo sinovac astrazeneca karo sinopharm lek ajane pengen vaksin bansos soale butuh duek,-1,-1,-1
83,salah satu vaksin gotong royong individu mau dijual adalah vaksin sinopharm indonesia menerima hibah dosis vaksin sinopharm uni emirat arab pemerintahan dzolim berlaku ini rakyatnya buzzerrp ko ngilang suaranya,1,-1,-1
84,gw baru vaksin bulan dan kemungkinan besar ngulang awal mbuh dapetnya yang penting dapet aja kemaren dapetnya sinopharm,1,1,1
85,sudah cukup kesal oknum pedagang yg mahalin masker awal pandemi skrg tabung oksigen oximeter harga melangiteh vaksin sinopharm dijual bebas kaefpake keuntungan lagidah ku balik fotosintesis aja,-1,-1,-1
86,pfizermoderna yahudi sinovacsinopharm china jangan latah bisa kelar hidup lo,-1,-1,-1
87,vaksin covid yg sdh indonesia punya sinovac astrazeneca sinopharm moderna baru dtg banget,1,1,1
88,vaksin gratis berbayar aja ribut ditambah ributnya udah bayar vaksin nya sinopharm ribet benerr,-1,1,-1
89,gak salah sih kimia farma jual vaksin sinopharm emg sinopharm tuh ga gratis yg diadain gratis setau gw sinovac az vaksin gratis ttp,1,1,1
90,emang bener vaksin sinopharm efeknya ga mainmain,-1,-1,1
91,wkwk karna udah cape ga dapet giliran vaksin keknya emakku daftarin sama adekku sinopharm,-1,-1,-1
92,yang menerima vaksin kemarin pakai sinovac astrazeneca sinopharm side effetnya,1,1,-1
93,vaksin bulan maret dapet yang sinopharm yahh,1,1,1
94,yang udah vaksin sinopharm,-1,-1,1
95,suntik vaksin sinopharm rb kaget dalam tahun kedepan miliuner baru cina yg berasal industri kesehatan ya,-1,1,-1
96,perspektif biar gak dibilang pro vaksin vs vaksin barat ya setuju respons antibodi pfizermoderna gt astra zeneca gt sinopharm gt sinovac setuju efektivitas mencegah penularan gejala infeksi seperti atas,1,-1,1
97,pagi hubby vaksin pertama diorganized kantornya pake sinopharm alhamdulillah sejauh ga ngerasa,1,-1,-1
98,hibah vaksin diterima pemerintah indonesia amerika gt juta dosis moderna jepang gt juta dosis astra zeneca juta uni emirat arab gt ribu dosis sinopharm australia gt juta dosis astra zeneca blm diterima trus indonesia hibah kemana,1,1,-1
99,ayo bro sis vaksin merek sinopharm baru aja dibeli ama pemerintah dibagi bagiin kalian secara gratis cek dah harga vaksin sinopharm tuh di gugel kalo udah lu liat perjuangan pemerintah tuh rela beliin vaksin buat lo,1,1,1
100,pemerintah via kimia farma asli blunder kalo ngadain vaksin gotong royong berbayar pake sinopharm coba kalo vaksinnya pfizer moderna jj dijamin yg minat ga sekontroversi skrg rakyat tuh udah pinter soal referensi merk efikasi vaksin covid,-1,1,-1
101,yg larang gue keluar rumah dia duluan yg pentingnya vaksin thanks sinopharm,-1,-1,-1
102,gue curiga tuh kf jualan vaksin sinopharm individu soalnya yg corporate belom ngadain vaksin klo kantor gue vaksin kedua krn ppkm keburu expired shay mubazir klo ga jdi duit,-1,-1,-1
103,dosis vaksin siap pakai merk sinopharm tiba indonesia selasa juli pukul wib vaksin sinopharm tiba bandara internasional soekarnohattatangerang menggunakan pesawat garuda indonesia nomor penerbangan ga,-1,1,-1
104,waktu pekerja kantoran kebagian mendapat giliran untuk vaksinasi dua vaksin akan dipakai salah satunya sinopharm yuk kenali vaksin apa sinopharm ini,1,-1,1
105,baru aja ditawarin vaksin ilegal ngeri euy semisal udah suntik dosis pertama terus masalah menjelang suntik kedua ya kali suntikan pertama az terus suntikan kedua sinopharm,-1,1,-1
106,vaksin sinopharm ga dibeli pemerintah ya hibah dr cina uae dijual krn perusahaan ga beli gitu lho,-1,-1,-1
107,vaksin beli indonesia sinopharm singapore sinovac,1,-1,1
108,yg udah vaksin vaksin dimana dapet sinovac astrazaneca malah sinopharm,1,-1,-1
109,jam divaksin ada efek berarti sedikit pegal tempat suntiknya sedikit ngantuk oh iya vaksin yg dipakai vaksin sinopharm,-1,-1,-1
110,bpom terbitkan izin penggunaan darurat vaksin sinopharm asal perusahaan china,1,-1,-1
111,delapan klinik kimia farma membuka layanan vaksin gotong royong individu menggunakan vaksin sinopharm mulai hari dengan harga rp ribu dosis bisnis,1,1,1
112,abis vaksin sinopharm abis suntik tangan pegel skrg laper,-1,-1,-1
113,gue rasakan vaksin sinopharm ngantuk,-1,-1,-1
114,merasa sultanpakai vaksin sinopharm yayg berbayar jgn yg gratismalu ma duit,-1,-1,-1
115,salesnya sinopharm jago ya jualan vaksin mahal dosis efikasi rendah sini komisi makelarnya yg bagus ya pft,1,-1,-1
116,adanya vaksin sinopharm biadab dijual hargaa rb kurang orgorg yg isi otaknya covid akan mikir kayanya memang bisnis pemerintah,-1,-1,-1
117,efek umum divaksin pfizer sinovac sinopharm ga efek moderna efek meriang dosis kedua astrazeneca parah kali vaksin meriang,-1,-1,-1
118,yg udh vaksin sinopharm,-1,-1,-1
119,pemerintah indonesia menerima ribu dosis hibah vaksin sinopharm bentuk jadi pemerintah uea,1,1,1
120,vaksin sinopharm baik aja gak ya yg udah vaksin,-1,-1,1
121,vaksin kimia farma beda punya sinopharm kalo gak bayar yauda pake yg gratis sinovacastrazeneca,1,1,1
122,kalo dijual vaksin modernapfizer gua dah beli mandiri apotek orang orang terdekat yang dapet vaksin ini sinopharm,1,-1,1
123,jadi inget cerita temen hr unit ada karyawannya selama nolak vaksin sinovac az sinopharm berbagai alasannya nolak sinovac takut batalin puasa momennya pas puasa mui dah mengeluarkan fatwanya nolak az takut efeknya,-1,-1,-1
124,galau nungguin jadwal vaksin kantor suami ga muncul daftar umum aja yah pengen pake sinopharm akutu,-1,-1,-1
125,bersyukur banget dapet privilege vaksin sinopharm ditanggung kantor,1,-1,1
126,ikut gak ya vaksin sinopharm berasa awam banget anjir,-1,-1,-1
127,sinovac sinopharm astrazeneca pfizer apapun gas ajalah yg penting divaksin kapan dapet giliran ngadain vaksinasi didaerah belum,-1,-1,-1
128,yg vaksin sinovac sinopharm dipandang sebelah mata yg dicari,-1,1,-1
129,vaksin gotong royong kantor kebagian sinopharm bulan langsung shot mantap,1,1,1
130,gimana klo gaji dpr wakil rakyat mbayarin rakyat vaksin gotong rroyong sinopharm,1,-1,1
131,kalo bener byk karyawan ga akses vaksin gratis krn terlanjur terdaftar vaksin dg kadin via perusahaannya kabarnya vaksinnya sinopharm ya biarlah diselesaikan ke perusahaan yg mendaftar membayar satu diberesinnya atuh lompat,-1,1,-1
132,vaksin bantuan ri sinovacsinopharm karena negara produsen udah terpakai,1,-1,1
133,kali vaksin sinopharm efek ngantuk,-1,-1,1
134,efek vaksin kemarin badan geremet dikit gimana jelasinnya ya geremet tuh wkwk ngantukan nafsu makan normal sih kepala nyutnyut tipis terima kasih sinopharm,-1,1,-1
135,polemik vaksin terbuka lebarsinopharm produsen vaksin hrs jg diminta keterangannya proses jual beli gak masalah byk anggapan kl vaksin pembelian vaksin msh sebatas,-1,-1,-1
136,mau beli vgr perlu diinget ya teknologi vaksin dipakai sinovac sinopharm sama inactivated pathogen secara efikasi jg ga jauh berbeda percaya sinovac ga efektif lawan varian delta sinopharm dijamin ga jauh berbeda,1,-1,1
137,jam disuntik vaksin sinopharm dosis ada yg kerasa perih lambung gak abis vaksin semoga ga kerasa,-1,1,-1
138,jualan vaksin nanggung sinopharm memangnya yang,-1,-1,-1
139,mulai senin kimia farma udah mulai jual vaksin gotongroyong untuk individu vaksinnya sinopharm biaya kurang rb gas deh efikasi tinggi coronavac az,-1,-1,-1
140,katanya vaksin covid gratis untuk rakyat indonesia sinopharm dibeli secara individu,1,1,1
141,kalo rezeki maunya kasih vaksin sinopharm nyokap punya ortu tinggal penyintas kasih yg terbaik anaknya yg gratisan aja semoga rezekinya,1,1,1
142,hbs vaksin sinopharm sejauh gada efek samping yg parah gitu ini bekas suntikan knp jadi pegel bgt,-1,-1,-1
143,misua udah vaksin kemaren sabtu pake sinopharm doi kaget gak ngerasain efek apaapa pdhl temennya pd bilang ky meriang dll,-1,-1,-1
144,temenku abis vaksin sinopharm langsung demam pusing mual batuk flu ruam kemerahan aku alhamdulillah ngantuk linu pusing dikit,-1,-1,-1
145,vaksin sinopharm rp vaksin gotong royong rp di kimia farma,-1,-1,1
146,oke gue dapatnya vaksin sinopharm sejauh gue rasakan super ngantuk parah ngantuk banget ngantuk yang ga masuk akal,-1,-1,-1
147,suami abis vaksin sinopharm hari senin pasca vaksin demam tinggi flu batuk bersin langsung pisah kamar hari rabu nala bln demam tinggi meler hari kamis malam alana thn demam tinggi batuk pilek gw batuk hari kamis yg vaksin efeknya sekeluarga,-1,-1,-1
148,alhamdulilah vaksin sinopharm gada gejala sekali laperan semoga vaksin kedua gada gejala,-1,1,-1
149,emang ga jodoh bgt sm vaksin dijadwalin tp batalin terus krna dan qodarullah,-1,-1,-1
150,baca tweet orang yg bilang kalo vaksin yg berbayar az baru mau emg sinopharm knp coba baca artikel deh sinopharm lbh bgs kali efek sampingnya ga separah az doi lbh mehong,1,-1,-1
151,juta vaksin indonesia berbayar sinopharm jumlah juta dosis,-1,-1,1
152,gpp vaksin bayar ya pakek pfizer moderna astrazeneca jgn pakek sinopharm,-1,-1,-1
153,yg vaksin gotong royong yg berbayar dah dpt sinopharm tuh yg gratis dikasih astra zanec gt yg berisiko,1,1,-1
154,tw netizen vaksin berbayar sinopharm diresmikan pemerintah pemerintah ga peduli kondisi masyarakat ujung nya bisnis vaksin berbayar resmi dibatalkan pemerintah labil ya klo kebijakannya bagus dibiarin gapapa,-1,-1,-1
155,tah tah genting vaksin sinopharm pa,-1,-1,-1
156,uea menghibahkan vaksin sinopharm ya indonesia terus yg jual dapet beli yg kasih uea,1,1,-1
157,jadi rame ngomongin vaksin bayar ya padahal yg bayar cuma sinopharm sinovac sm az gratis sinopharm pilihan elu elu yg ga ngantri panjang bareng yg gratisan pilihan wajib dipilih wajib paham,1,1,1
158,lu jual moderna segitu mending dah sinopharm lu jual rb gile mending gw beli tiket kereta ekonomi jarak jaih biar vaksin gratis wlpn cm sinovac,1,-1,-1
159,udah sebulanan tawaran vaksin kelurahan udah dapat jatah sinopharmgotong royong vaksin berbayar perusahaan milih vaksin gotong royong biar gratisan dipake yang butuh,1,1,1
160,jumat vaksin sinopharm skrg flu ditambah pms semoga ga drop gw takut asli deh,-1,1,-1
161,habis vaksin sinopharm lengan jadi pegel,-1,-1,-1
162,gw abis vaksinasi pake sinopharm ngga jadi pinter mandarin yak,-1,-1,-1
163,enak bgt papa dpt vaksin sinopharm,1,1,1
164,update vaksin jam pagi sampe pegel nya berasa sampe pundak linu kebas sampe jari khusus tangan disuntik wkwkwk,-1,-1,-1
165,alhamduliah lariis obaat vaksin sinopharm bayar loo ora gratis,1,1,1
166,orang dirumah udh suntikan dosis vaksin aku yg dan jenis vaksinnya bedabeda ibu az efek sampingnya meriang sampe hari bapak sinovac efek sampingnya pegel aja bagian yg disuntik adik sinopharm efeknya kayak sinovac,-1,1,-1
167,barusan yg nanya jadi imunisasinya imunisasi orba banget ya kalo dapetnya sinopharm kemungkinan imun infeksi yg ngga jaminan disebut vaksinasi imunisasi yg penting kan bisa mudik,1,1,-1
168,gaes klo dpt vaksin sinopharm ok ga ya wkwk duh php mulu nih kntr,-1,-1,-1
169,vaksin sinopharm hibah uea dijual digunakan untuk kelompok yg gamblang jgn diributkan ya drun lereno dadi pekok raono kontribusi ningo kakehan ngisruh,-1,-1,-1
170,vaksin gotong royong dapet nya sinopharm,1,-1,1
171,menurutku ya vaksin gratis vs vaksin berbayar kek obat generik vs obat merk sekolah negeri vs sekolah swasta dah gitu aja vaksin berbayarnya sinopharm ngapain az gretong pzifermoderna baru orang tertarik berbeda pendapat apa,-1,-1,-1
172,pemain pengadaan politisi pejabat makelar dlm sengkarut vaksin sinopharm lg dagdigdug ser skrg berdoa aja kpk kalian nego mumpung ketuanya firly,1,-1,-1
173,vaksin sinopharm katanya ampuh ya jadi yg ampuh bayar hanya utk kalangan atas yg kurang ampuh gratis menengah kebawah gitu maksudnya ga paham maaf,-1,-1,-1
174,vaksin sinopharm gak masalah sih untuk vaksin di perjual belikan kan lumayan orangorang percaya covid mikir otaknya soal mungkin akan berfikir ternyata benar covid nineten bisnis,1,-1,1
175,vaksin gue sinopharm menghitung karyawan kantor nasional dikali wow kantor bayar mahal bet,-1,-1,-1
176,krjogja ribu dosis vaksin sinopharm tiba,-1,1,-1
177,wajar banyak orang marah ada rencana vaksin berbayar cuma opsi vaksin swasta jenis sinopharm belajar udah kejadian rapid antigen medan hehehehehehe,-1,-1,-1
178,ente mau aja disuruh beli vaksin sinopharm maneh wkwkwk ga mesisan sg apik ae lek tuku,1,-1,1
179,hari suntik vaksin sinopharm ga pake sinovac krn tkt pantau aseng lewat microchip wkwk becanda mmg ga milih vaksin mumpung dpt jatah lgs hajar jam mulai kebas bag yg disuntik tanda demam semoga ga ada efek yg aneh,-1,-1,-1
180,juga pakai sinopharm alias vaksin gotong royong,1,-1,1
181,pagi jam antrean panjang masuk gbk kirain pada vaksin ternyata olahraga,-1,-1,-1
182,sinovac boleh persyaratan vaksin keluar sih er gue pikir sinovac sinopharm nyata nyata beda produk,-1,-1,1
183,jokowi indonesia mendatangkan juta dosis vaksin sinovac astrazeneca sinopharm hari sebanyak juta dosis bahan baku vaksin sinovac kembali tiba indonesia pesawat garuda merupakan kedatangan vaksin covid sejak desember,1,1,1
184,habis baca seliweran iklan vaksin rs pelni sinopharm harganya jauh banget mahalnya ya,-1,-1,-1
185,amerika serikat punya vaksin pfizer india vaksin astrazeneca rusia memproduksi vaksin sputnik tiongkok mengeluarkan sinovac sinopharm negara berpenduduk besar memproduksi vaksin untuk kebutuhannya mudah mudahan indonesia belajar,1,1,1
186,indonesia udh amankan jt vaksin dr sinovac bulan vaksin covax astrazeneca dateng jg jt kalo ga salah bulan jg sinopharmg dateng jt vaksin mandiri semoga vaksinasi harian lebih cepat bisa mengurangi penyebaran,1,1,1
187,vaksin sinovac sinopharm astrazeneca novovax vaksin yg positif thinking aja percaya akan tetap sehat kuat bisa melewati masa sulit,1,1,1
188,yang tau informasi vaksin sinopharm ato pernah vaksin sinopharm,1,-1,1
189,vaksin gotong royong sinopharm,1,-1,1
190,dips pilih vaksin sinova yv gratis sinopharm yg bayar,1,1,1
191,malem malem ditelpon manajer hr kirain masalah performa gataunya urusan dapet vaksin sinopharm salut,-1,-1,-1
192,kadang suka sakit hati liat kehidupan yg gak adil salah satunya kaya kasus kimia farma yg ngadain vaksin sinopharm berbayar bisabisanya negara krisis rakyatnya ttp nyari akal bisa nimbun duit,-1,-1,-1
193,vaksin sinopharm bulan dijual indo hanya untuk kebutuhan vaksinasi perusahaan aja individu,-1,-1,1
194,jujurly ngeri vaksin tipe mrna sinovac tentu dapet sinopharm aja ya bayar,-1,-1,-1
195,vaksin berbayar bisa mending pfizer moderna sinopharm mah tinggal ikut vaksinasi gotong royong yg gratis jg dapetnya,1,1,1
196,kena censored sultancucuk vaksin awalroyaltysinopharmrajazalimpmmahiaddin,-1,-1,-1
